Endometriosis,treatment,Laparoscopic Surgery
Endometriosis,treatment,Hysterectomy
Endometriosis,test,Pelvic Examination
Endometriosis,test,Transvaginal Ultrasound
Endometriosis,test,Magnetic Resonance Imaging
Endometriosis,test,Laparoscopy
Endometriosis,test,Biopsy
Nonspecific Interstitial Pneumonia,is-a,Interstitial Lung Disease
Nonspecific Interstitial Pneumonia,may-cause,Dyspnea
Nonspecific Interstitial Pneumonia,may-cause,Cough
Nonspecific Interstitial Pneumonia,may-cause,Fatigue
Nonspecific Interstitial Pneumonia,may-cause,Weight Loss
Nonspecific Interstitial Pneumonia,symptom,Dyspnea
Nonspecific Interstitial Pneumonia,symptom,Cough
Nonspecific Interstitial Pneumonia,symptom,Fatigue
Nonspecific Interstitial Pneumonia,symptom,Weight Loss
Nonspecific Interstitial Pneumonia,treatment,Corticosteroids
Nonspecific Interstitial Pneumonia,treatment,Immunosuppressants
Nonspecific Interstitial Pneumonia,treatment,Oxygen Therapy
Nonspecific Interstitial Pneumonia,test,Chest X-Ray
Nonspecific Interstitial Pneumonia,test,High-Resolution Computed Tomography
Nonspecific Interstitial Pneumonia,test,Pulmonary Function Tests
Nonspecific Interstitial Pneumonia,test,Bronchoscopy
Nonspecific Interstitial Pneumonia,test,Lung Biopsy
Valganciclovir,is-a,Antiviral Agent
Valganciclovir,may-treat,Cytomegalovirus Infections
Valganciclovir,may-treat,Herpesvirus Infections
Valganciclovir,may-treat,Epstein-Barr Virus Infections
Valganciclovir,may-treat,Varicella Zoster Virus Infections
Valganciclovir,side-effect,Neutropenia
Valganciclovir,side-effect,Thrombocytopenia
Valganciclovir,side-effect,Anemia
Valganciclovir,side-effect,Diarrhea
Valganciclovir,side-effect,Nausea
Valganciclovir,treatment,Cytomegalovirus Infections
Valganciclovir,treatment,Herpesvirus Infections
Valganciclovir,treatment,Epstein-Barr Virus Infections
Valganciclovir,treatment,Varicella Zoster Virus Infections
Valganciclovir,test,Complete Blood Count
Valganciclovir,test,Liver Function Tests
Valganciclovir,test,Renal Function Tests
Valganciclovir,test,Viral Load Tests
Esomeprazole Magnesium,is-a,Proton Pump Inhibitor
Esomeprazole Magnesium,may-treat,Gastroesophageal Reflux Disease
Esomeprazole Magnesium,may-treat,Gastric Ulcer
Esomeprazole Magnesium,may-treat,Duodenal Ulcer
Esomeprazole Magnesium,may-treat,Zollinger-Ellison Syndrome
Esomeprazole Magnesium,may-treat,Dyspepsia
Esomeprazole Magnesium,may-treat,Helicobacter pylori Infection
Esomeprazole Magnesium,side-effect,Headache
Esomeprazole Magnesium,side-effect,Nausea
Esomeprazole Magnesium,side-effect,Diarrhea
Esomeprazole Magnesium,side-effect,Abdominal Pain
Esomeprazole Magnesium,side-effect,Flatulence
Esomeprazole Magnesium,side-effect,Constipation
Esomeprazole Magnesium,contraindication,Hypersensitivity
Esomeprazole Magnesium,contraindication,Liver Disease
Esomeprazole Magnesium,contraindication,Osteoporosis
Esomeprazole Magnesium,contraindication,Vitamin B12 Deficiency
Esomeprazole Magnesium,contraindication,Clostridium difficile Infection
Esomeprazole Magnesium,interaction,Warfarin
Esomeprazole Magnesium,interaction,Clopidogrel
Esomeprazole Magnesium,interaction,Methotrexate
Esomeprazole Magnesium,interaction,Ketoconazole
Esomeprazole Magnesium,interaction,Iron Salts
Travoprost,is-a,Ophthalmic Agent
Travoprost,may-treat,Glaucoma
Travoprost,may-treat,Ocular Hypertension
Travoprost,mechanism-of-action,Prostaglandin Analog
Travoprost,may-cause,Eye Irritation
Travoprost,may-cause,Eye Pain
Travoprost,may-cause,Blurred Vision
Travoprost,may-cause,Conjunctival Hyperemia
Travoprost,may-cause,Eyelash Changes
Travoprost,contraindication,Hypersensitivity
Travoprost,contraindication,Pregnancy
Travoprost,contraindication,Breastfeeding
Travoprost,route-of-administration,Ophthalmic Route
Travoprost,dose-form,Ophthalmic Solution
Noncompliance with Medication Regimen,is-a,Patient Compliance
Noncompliance with Medication Regimen,may-cause,Treatment Failure
Noncompliance with Medication Regimen,may-cause,Disease Progression
Noncompliance with Medication Regimen,symptom,None
Noncompliance with Medication Regimen,treatment,Patient Education
Noncompliance with Medication Regimen,treatment,Simplification of Regimen
Noncompliance with Medication Regimen,treatment,Reminder Systems
Noncompliance with Medication Regimen,test,None
Blood Pressure Alteration,is-a,Cardiovascular Disorder
Blood Pressure Alteration,may-cause,Headache
Blood Pressure Alteration,may-cause,Dizziness
Blood Pressure Alteration,may-cause,Blurred Vision
Blood Pressure Alteration,may-cause,Chest Pain
Blood Pressure Alteration,may-cause,Shortness of Breath
Blood Pressure Alteration,symptom,Headache
Blood Pressure Alteration,symptom,Dizziness
Blood Pressure Alteration,symptom,Blurred Vision
Blood Pressure Alteration,symptom,Chest Pain
Blood Pressure Alteration,symptom,Shortness of Breath
Blood Pressure Alteration,treatment,Antihypertensive Therapy
Blood Pressure Alteration,treatment,Diuretics
Blood Pressure Alteration,treatment,Calcium Channel Blockers
Blood Pressure Alteration,treatment,Beta Blockers
Blood Pressure Alteration,test,Blood Pressure Measurement
Blood Pressure Alteration,test,Electrocardiogram
Blood Pressure Alteration,test,Echocardiogram
Blood Pressure Alteration,test,Renal Function Tests
Blood Pressure Alteration,test,Lipid Panel
Skin Incision,is-a,Surgical Procedure
Skin Incision,site,Skin
Skin Incision,finding site,Surgical Site
Skin Incision,may-cause,Bleeding
Skin Incision,may-cause,Infection
Skin Incision,may-cause,Pain
Skin Incision,may-cause,Scar Formation
Skin Incision,may-cause,Nerve Damage
Skin Incision,may-cause,Muscle Damage
Skin Incision,may-cause,Tissue Trauma
Skin Incision,treatment,Wound Closure
Skin Incision,treatment,Antibiotics
Skin Incision,test,Wound Culture
Skin Incision,test,Biopsy
Skin Incision,test,Imaging
Anisocoria,is-a,Eye Disorder
Anisocoria,symptom,Unequal Pupil Size
Anisocoria,may-cause,Horner Syndrome
Anisocoria,may-cause,Adie Syndrome
Anisocoria,may-cause,Brain Injury
Anisocoria,may-cause,Brain Tumor
Anisocoria,treatment,None
Anisocoria,test,Eye Examination
Anisocoria,test,Neurological Examination
Acute Confusion,is-a,Mental Disorder
Acute Confusion,may-cause,Delirium
Acute Confusion,may-cause,Dementia
Acute Confusion,may-cause,Psychosis
Acute Confusion,symptom,Disorientation
Acute Confusion,symptom,Memory Impairment
Acute Confusion,symptom,Agitation
Acute Confusion,symptom,Hallucinations
Acute Confusion,treatment,Identify and Treat Underlying Cause
Acute Confusion,treatment,Antipsychotics
Acute Confusion,treatment,Benzodiazepines
Acute Confusion,treatment,Environmental Modifications
Acute Confusion,test,Cognitive Assessment
Acute Confusion,test,Electroencephalogram
Acute Confusion,test,Brain Imaging
Acute Confusion,test,Blood Tests
Acute Confusion,test,Urine Tests
Sleep Deprivation,is-a,Sleep Disorder
Sleep Deprivation,may-cause,Fatigue
Sleep Deprivation,may-cause,Irritability
Sleep Deprivation,may-cause,Cognitive Impairment
Sleep Deprivation,may-cause,Mood Changes
Sleep Deprivation,may-cause,Decreased Performance
Sleep Deprivation,symptom,Fatigue
Sleep Deprivation,symptom,Irritability
Sleep Deprivation,symptom,Cognitive Impairment
Sleep Deprivation,symptom,Mood Changes
Sleep Deprivation,symptom,Decreased Performance
Sleep Deprivation,treatment,Sleep Hygiene
Sleep Deprivation,treatment,Stimulants
Sleep Deprivation,treatment,Light Therapy
Sleep Deprivation,treatment,Cognitive Behavioral Therapy
Sleep Deprivation,test,Polysomnography
Sleep Deprivation,test,Multiple Sleep Latency Test
Sleep Deprivation,test,Epworth Sleepiness Scale
Sleep Deprivation,test,Actigraphy
Sleep Deprivation,test,Psychomotor Vigilance Test
Peptic Ulcer,is-a,Gastrointestinal Ulcer
Peptic Ulcer,may-cause,Abdominal Pain
Peptic Ulcer,may-cause,Nausea
Peptic Ulcer,may-cause,Vomiting
Peptic Ulcer,may-cause,Loss of Appetite
Peptic Ulcer,symptom,Abdominal Pain
Peptic Ulcer,symptom,Nausea
Peptic Ulcer,symptom,Vomiting
Peptic Ulcer,symptom,Loss of Appetite
Peptic Ulcer,treatment,Proton Pump Inhibitors
Peptic Ulcer,treatment,Antibiotics
Peptic Ulcer,treatment,H2 Receptor Antagonists
Peptic Ulcer,treatment,Antacids
Peptic Ulcer,test,Upper Gastrointestinal Endoscopy
Peptic Ulcer,test,Stool Antigen Test
Peptic Ulcer,test,Urea Breath Test
Peptic Ulcer,test,Barium Swallow
Peptic Ulcer,test,Gastric Acid Analysis
Congenital Heart Disease,is-a,Cardiovascular Disorder
Congenital Heart Disease,may-cause,Cyanosis
Congenital Heart Disease,may-cause,Heart Failure
Congenital Heart Disease,may-cause,Pulmonary Hypertension
Congenital Heart Disease,may-cause,Arrhythmia
Congenital Heart Disease,symptom,Cyanosis
Congenital Heart Disease,symptom,Shortness of Breath
Congenital Heart Disease,symptom,Fatigue
Congenital Heart Disease,symptom,Chest Pain
Congenital Heart Disease,treatment,Surgery
Congenital Heart Disease,treatment,Medications
Congenital Heart Disease,treatment,Oxygen Therapy
Congenital Heart Disease,test,Echocardiogram
Congenital Heart Disease,test,Electrocardiogram
Congenital Heart Disease,test,Cardiac Catheterization
Congenital Heart Disease,test,Chest X-Ray
Congenital Heart Disease,test,Magnetic Resonance Imaging
Hypertensive Emergency,is-a,Hypertensive Crisis
Hypertensive Emergency,may-cause,End-Organ Damage
Hypertensive Emergency,may-cause,Stroke
Hypertensive Emergency,may-cause,Heart Failure
Hypertensive Emergency,may-cause,Vision Loss
Hypertensive Emergency,symptom,Severe Headache
Hypertensive Emergency,symptom,Severe Chest Pain
Hypertensive Emergency,symptom,Severe Dyspnea
Hypertensive Emergency,treatment,Intravenous Antihypertensive Therapy
Hypertensive Emergency,treatment,Nitroglycerin
Hypertensive Emergency,treatment,Oxygen Therapy
Hypertensive Emergency,treatment,Diuretics
Hypertensive Emergency,test,Blood Pressure Measurement
Hypertensive Emergency,test,Electrocardiogram
Hypertensive Emergency,test,Echocardiogram
Hypertensive Emergency,test,Renal Function Tests
Hypertensive Emergency,test,Computed Tomography
Aneurysm of Iliac Artery,is-a,Vascular Disease
Aneurysm of Iliac Artery,may-cause,Abdominal Pain
Aneurysm of Iliac Artery,may-cause,Leg Pain
Aneurysm of Iliac Artery,may-cause,Erectile Dysfunction
Aneurysm of Iliac Artery,symptom,Abdominal Pain
Aneurysm of Iliac Artery,symptom,Leg Pain
Aneurysm of Iliac Artery,symptom,Erectile Dysfunction
Aneurysm of Iliac Artery,treatment,Endovascular Repair
Aneurysm of Iliac Artery,treatment,Open Surgical Repair
Aneurysm of Iliac Artery,test,Computed Tomography Angiography
Aneurysm of Iliac Artery,test,Magnetic Resonance Angiography
Aneurysm of Iliac Artery,test,Duplex Ultrasound
Ablepharon,is-a,Congenital Abnormality
Ablepharon,may-cause,Ectodermal Dysplasia
Ablepharon,may-cause,Dry Eye Syndromes
Ablepharon,may-cause,Corneal Opacity
Ablepharon,symptom,Absent Eyelids
Ablepharon,symptom,Short Palpebral Fissures
Ablepharon,treatment,Surgical Reconstruction
Ablepharon,treatment,Artificial Tears
Ablepharon,test,Ophthalmologic Examination
Left Ventricular Systolic Dysfunction,is-a,Cardiovascular Disorder
Left Ventricular Systolic Dysfunction,may-cause,Heart Failure
Left Ventricular Systolic Dysfunction,symptom,Shortness of Breath
Left Ventricular Systolic Dysfunction,symptom,Fatigue
Left Ventricular Systolic Dysfunction,symptom,Edema
Left Ventricular Systolic Dysfunction,treatment,Angiotensin-Converting Enzyme Inhibitors
Left Ventricular Systolic Dysfunction,treatment,Beta Blockers
Left Ventricular Systolic Dysfunction,treatment,Diuretics
Left Ventricular Systolic Dysfunction,treatment,Cardiac Resynchronization Therapy
Left Ventricular Systolic Dysfunction,test,Echocardiogram
Left Ventricular Systolic Dysfunction,test,Electrocardiogram
Left Ventricular Systolic Dysfunction,test,Cardiac MRI
Left Ventricular Systolic Dysfunction,test,Cardiac Catheterization
Left Ventricular Systolic Dysfunction,test,Nuclear Stress Test
Chronic Back Pain,is-a,Chronic Pain
Chronic Back Pain,may-cause,Depression
Chronic Back Pain,may-cause,Anxiety
Chronic Back Pain,may-cause,Sleep Disturbance
Chronic Back Pain,may-cause,Disability
Chronic Back Pain,symptom,Back Pain
Chronic Back Pain,symptom,Stiffness
Chronic Back Pain,symptom,Limited Range of Motion
Chronic Back Pain,treatment,Physical Therapy
Chronic Back Pain,treatment,Medications
Chronic Back Pain,treatment,Surgery
Chronic Back Pain,test,X-Ray
Chronic Back Pain,test,Magnetic Resonance Imaging
Chronic Back Pain,test,Computed Tomography
Chronic Back Pain,test,Electromyography
Chronic Back Pain,test,Nerve Conduction Studies
Cough with Fever,is-a,Respiratory Tract Infection
Cough with Fever,symptom,Cough
Cough with Fever,symptom,Fever
Cough with Fever,treatment,Antitussive Agents
Cough with Fever,treatment,Antipyretics
Cough with Fever,treatment,Antibiotics
Cough with Fever,test,Chest X-Ray
Cough with Fever,test,Blood Culture
Cough with Fever,test,Sputum Culture
Tracheobronchitis,is-a,Respiratory Tract Infection
Tracheobronchitis,may-cause,Cough
Tracheobronchitis,may-cause,Sore Throat
Tracheobronchitis,may-cause,Shortness of Breath
Tracheobronchitis,may-cause,Wheezing
Tracheobronchitis,symptom,Cough
Tracheobronchitis,symptom,Sore Throat
Tracheobronchitis,symptom,Shortness of Breath
Tracheobronchitis,symptom,Wheezing
Tracheobronchitis,treatment,Antibiotics
Tracheobronchitis,treatment,Bronchodilators
Tracheobronchitis,treatment,Cough Suppressants
Tracheobronchitis,treatment,Fluids
Tracheobronchitis,test,Chest X-Ray
Tracheobronchitis,test,Sputum Culture
Tracheobronchitis,test,Pulmonary Function Tests
Tracheobronchitis,test,Blood Tests
Tracheobronchitis,test,Bronchoscopy
Fusion Beats,is-a,Cardiac Arrhythmia
Fusion Beats,may-cause,Palpitations
Fusion Beats,may-cause,Dizziness
Fusion Beats,may-cause,Syncope
Fusion Beats,symptom,Palpitations
Fusion Beats,symptom,Dizziness
Fusion Beats,symptom,Syncope
Fusion Beats,treatment,Beta Blockers
Fusion Beats,treatment,Calcium Channel Blockers
Fusion Beats,treatment,Antiarrhythmic Agents
Fusion Beats,test,Electrocardiogram
Fusion Beats,test,Holter Monitor
Fusion Beats,test,Echocardiogram
Fusion Beats,test,Electrophysiological Study
Hypercholesterolemia,is-a,Lipid Metabolism Disorder
Hypercholesterolemia,may-cause,Atherosclerosis
Hypercholesterolemia,may-cause,Coronary Artery Disease
Hypercholesterolemia,may-cause,Xanthoma
Hypercholesterolemia,symptom,Xanthoma
Hypercholesterolemia,symptom,Chest Pain
Hypercholesterolemia,symptom,Shortness of Breath
Hypercholesterolemia,treatment,Statins
Hypercholesterolemia,treatment,Bile Acid Sequestrants
Hypercholesterolemia,treatment,PCSK9 Inhibitors
Hypercholesterolemia,treatment,Fibrates
Hypercholesterolemia,test,Lipid Panel
Hypercholesterolemia,test,Apolipoprotein B Measurement
Hypercholesterolemia,test,Coronary Calcium Scan
Hypercholesterolemia,test,Genetic Testing
Hypercholesterolemia,test,LDL Particle Number
Chronic Obstructive Pulmonary Disease,is-a,Respiratory Tract Disease
Chronic Obstructive Pulmonary Disease,may-cause,Shortness of Breath
Chronic Obstructive Pulmonary Disease,may-cause,Chronic Cough
Chronic Obstructive Pulmonary Disease,may-cause,Wheezing
Chronic Obstructive Pulmonary Disease,may-cause,Chest Tightness
Chronic Obstructive Pulmonary Disease,symptom,Shortness of Breath
Chronic Obstructive Pulmonary Disease,symptom,Chronic Cough
Chronic Obstructive Pulmonary Disease,symptom,Wheezing
Chronic Obstructive Pulmonary Disease,symptom,Chest Tightness
Chronic Obstructive Pulmonary Disease,treatment,Bronchodilators
Chronic Obstructive Pulmonary Disease,treatment,Inhaled Corticosteroids
Chronic Obstructive Pulmonary Disease,treatment,Oxygen Therapy
Chronic Obstructive Pulmonary Disease,treatment,Pulmonary Rehabilitation
Chronic Obstructive Pulmonary Disease,test,Spirometry
Chronic Obstructive Pulmonary Disease,test,Chest X-Ray
Chronic Obstructive Pulmonary Disease,test,Arterial Blood Gas Test
Chronic Obstructive Pulmonary Disease,test,High-Resolution Computed Tomography
Chronic Obstructive Pulmonary Disease,test,Alpha-1 Antitrypsin Deficiency Test
Fracture of Pubic Rami,is-a,Bone Fracture
Fracture of Pubic Rami,location,Pubic Bone
Fracture of Pubic Rami,symptom,Pelvic Pain
Fracture of Pubic Rami,symptom,Difficulty Walking
Fracture of Pubic Rami,symptom,Swelling
Fracture of Pubic Rami,treatment,Pain Management
Fracture of Pubic Rami,treatment,Rest
Fracture of Pubic Rami,treatment,Physical Therapy
Fracture of Pubic Rami,test,X-Ray
Fracture of Pubic Rami,test,Computed Tomography
Fracture of Pubic Rami,test,Magnetic Resonance Imaging
Bipolar Disorder,is-a,Mood Disorder
Bipolar Disorder,may-cause,Mania
Bipolar Disorder,may-cause,Depression
Bipolar Disorder,may-cause,Psychosis
Bipolar Disorder,symptom,Mania
Bipolar Disorder,symptom,Depression
Bipolar Disorder,symptom,Psychosis
Bipolar Disorder,treatment,Mood Stabilizers
Bipolar Disorder,treatment,Antipsychotics
Bipolar Disorder,treatment,Antidepressants
Bipolar Disorder,test,Mood Disorder Questionnaire
Bipolar Disorder,test,Young Mania Rating Scale
Bipolar Disorder,test,Hamilton Depression Rating Scale
Bipolar Disorder,test,Electroencephalogram
Bipolar Disorder,test,Magnetic Resonance Imaging
Bacteremia caused by Methicillin resistant Staphylococcus aureus,is-a,Bacterial Infection
Bacteremia caused by Methicillin resistant Staphylococcus aureus,may-cause,Septicemia
Bacteremia caused by Methicillin resistant Staphylococcus aureus,may-cause,Endocarditis
Bacteremia caused by Methicillin resistant Staphylococcus aureus,may-cause,Pneumonia
Bacteremia caused by Methicillin resistant Staphylococcus aureus,may-cause,Osteomyelitis
Bacteremia caused by Methicillin resistant Staphylococcus aureus,symptom,Fever
Bacteremia caused by Methicillin resistant Staphylococcus aureus,symptom,Chills
Bacteremia caused by Methicillin resistant Staphylococcus aureus,symptom,Hypotension
Bacteremia caused by Methicillin resistant Staphylococcus aureus,symptom,Skin Lesion
Bacteremia caused by Methicillin resistant Staphylococcus aureus,treatment,Vancomycin
Bacteremia caused by Methicillin resistant Staphylococcus aureus,treatment,Linezolid
Bacteremia caused by Methicillin resistant Staphylococcus aureus,treatment,Daptomycin
Bacteremia caused by Methicillin resistant Staphylococcus aureus,treatment,Ceftaroline
Bacteremia caused by Methicillin resistant Staphylococcus aureus,test,Blood Culture
Bacteremia caused by Methicillin resistant Staphylococcus aureus,test,Antibiotic Susceptibility Testing
Bacteremia caused by Methicillin resistant Staphylococcus aureus,test,Polymerase Chain Reaction
Bacteremia caused by Methicillin resistant Staphylococcus aureus,test,Chest X-Ray
Bacteremia caused by Methicillin resistant Staphylococcus aureus,test,Echocardiogram
Asthenia,is-a,Symptom
Asthenia,may-cause,Fatigue
Asthenia,may-cause,Weakness
Asthenia,may-cause,Malaise
Asthenia,may-cause,Anemia
Asthenia,may-cause,Depression
Asthenia,treatment,Rest
Asthenia,treatment,Exercise Therapy
Asthenia,treatment,Nutritional Support
Asthenia,treatment,Pharmacological Therapy
Asthenia,test,Complete Blood Count
Asthenia,test,Thyroid Function Tests
Asthenia,test,Electrolyte Panel
Asthenia,test,Creatine Kinase Test
Asthenia,test,Liver Function Tests
Intracranial Hemorrhage,is-a,Hemorrhagic Disorder
Intracranial Hemorrhage,may-cause,Headache
Intracranial Hemorrhage,may-cause,Nausea
Intracranial Hemorrhage,may-cause,Vomiting
Intracranial Hemorrhage,may-cause,Seizures
Intracranial Hemorrhage,may-cause,Coma
Intracranial Hemorrhage,symptom,Headache
Intracranial Hemorrhage,symptom,Nausea
Intracranial Hemorrhage,symptom,Vomiting
Intracranial Hemorrhage,symptom,Seizures
Intracranial Hemorrhage,symptom,Coma
Intracranial Hemorrhage,treatment,Surgery
Intracranial Hemorrhage,treatment,Blood Pressure Control
Intracranial Hemorrhage,treatment,Anticonvulsants
Intracranial Hemorrhage,treatment,Coagulation Factor Replacement
Intracranial Hemorrhage,test,Computed Tomography
Intracranial Hemorrhage,test,Magnetic Resonance Imaging
Intracranial Hemorrhage,test,Cerebral Angiography
Intracranial Hemorrhage,test,Lumbar Puncture
Intracranial Hemorrhage,test,Complete Blood Count
Metabolic Alkalosis,is-a,Acid-Base Imbalance
Metabolic Alkalosis,may-cause,Hypokalemia
Metabolic Alkalosis,may-cause,Hypocalcemia
Metabolic Alkalosis,may-cause,Hypomagnesemia
Metabolic Alkalosis,may-cause,Dehydration
Metabolic Alkalosis,symptom,Nausea
Metabolic Alkalosis,symptom,Vomiting
Metabolic Alkalosis,symptom,Muscle Twitching
Metabolic Alkalosis,symptom,Confusion
Metabolic Alkalosis,treatment,Intravenous Normal Saline
Metabolic Alkalosis,treatment,Potassium Chloride
Metabolic Alkalosis,treatment,Acetazolamide
Metabolic Alkalosis,treatment,Hydrochloric Acid
Metabolic Alkalosis,test,Arterial Blood Gas Analysis
Metabolic Alkalosis,test,Electrolyte Panel
Metabolic Alkalosis,test,Urine Chloride
Metabolic Alkalosis,test,Renal Function Tests
Metabolic Alkalosis,test,ECG
Hepatic Encephalopathy,is-a,Hepatic Disorder
Hepatic Encephalopathy,may-cause,Confusion
Hepatic Encephalopathy,may-cause,Coma
Hepatic Encephalopathy,may-cause,Asterixis
Hepatic Encephalopathy,may-cause,Tremor
Hepatic Encephalopathy,may-cause,Seizures
Hepatic Encephalopathy,symptom,Confusion
Hepatic Encephalopathy,symptom,Coma
Hepatic Encephalopathy,symptom,Asterixis
Hepatic Encephalopathy,symptom,Tremor
Hepatic Encephalopathy,symptom,Seizures
Hepatic Encephalopathy,treatment,Lactulose
Hepatic Encephalopathy,treatment,Rifaximin
Hepatic Encephalopathy,treatment,Antibiotics
Hepatic Encephalopathy,treatment,Protein Restriction
Hepatic Encephalopathy,test,Ammonia Levels
Hepatic Encephalopathy,test,Electroencephalogram
Hepatic Encephalopathy,test,Liver Function Tests
Hepatic Encephalopathy,test,Imaging Studies
Hepatic Encephalopathy,test,Blood Tests
Nocturia,is-a,Urination Disorder
Nocturia,may-cause,Sleep Disturbances
Nocturia,may-cause,Fatigue
Nocturia,may-cause,Depression
Nocturia,symptom,Frequent Urination at Night
Nocturia,symptom,Urinary Urgency
Nocturia,symptom,Urinary Incontinence
Nocturia,treatment,Desmopressin
Nocturia,treatment,Anticholinergics
Nocturia,treatment,Alpha Blockers
Nocturia,treatment,Behavioral Therapy
Nocturia,test,Urinalysis
Nocturia,test,Uroflowmetry
Nocturia,test,Cystoscopy
Nocturia,test,Ultrasound
Nocturia,test,Urodynamic Testing
Pica,is-a,Eating Disorder
Pica,symptom,Craving for Nonfood Substances
Pica,symptom,Abdominal Pain
Pica,symptom,Constipation
Pica,symptom,Diarrhea
Pica,symptom,Nausea
Pica,symptom,Vomiting
Pica,treatment,Behavioral Therapy
Pica,treatment,Nutritional Counseling
Pica,treatment,Iron Supplements
Pica,treatment,Zinc Supplements
Pica,test,Blood Tests
Pica,test,Imaging Studies
Pica,test,Stool Tests
Daytime Somnolence,is-a,Sleep Disorder
Daytime Somnolence,may-cause,Fatigue
Daytime Somnolence,may-cause,Poor Concentration
Daytime Somnolence,may-cause,Memory Impairment
Daytime Somnolence,may-cause,Irritability
Daytime Somnolence,symptom,Daytime Sleepiness
Daytime Somnolence,symptom,Difficulty Staying Awake
Daytime Somnolence,treatment,Continuous Positive Airway Pressure
Daytime Somnolence,treatment,Modafinil
Daytime Somnolence,treatment,Stimulants
Daytime Somnolence,test,Polysomnography
Daytime Somnolence,test,Multiple Sleep Latency Test
Daytime Somnolence,test,Epworth Sleepiness Scale
Hyperkalemia,is-a,Electrolyte Imbalance
Hyperkalemia,may-cause,Cardiac Arrhythmias
Hyperkalemia,may-cause,Muscle Weakness
Hyperkalemia,may-cause,Paralysis
Hyperkalemia,symptom,Weakness
Hyperkalemia,symptom,Nausea
Hyperkalemia,symptom,Palpitations
Hyperkalemia,treatment,Calcium Gluconate
Hyperkalemia,treatment,Insulin
Hyperkalemia,treatment,Sodium Polystyrene Sulfonate
Hyperkalemia,treatment,Dialysis
Hyperkalemia,test,Electrocardiogram
Hyperkalemia,test,Blood Test
Hyperkalemia,test,Urine Test
Lesion of Spleen,is-a,Splenic Disorder
Lesion of Spleen,may-cause,Abdominal Pain
Lesion of Spleen,may-cause,Anemia
Lesion of Spleen,may-cause,Fatigue
Lesion of Spleen,may-cause,Infection
Lesion of Spleen,symptom,Abdominal Pain
Lesion of Spleen,symptom,Anemia
Lesion of Spleen,symptom,Fatigue
Lesion of Spleen,symptom,Infection
Lesion of Spleen,treatment,Splenectomy
Lesion of Spleen,treatment,Blood Transfusion
Lesion of Spleen,treatment,Antibiotics
Lesion of Spleen,test,Computed Tomography
Lesion of Spleen,test,Magnetic Resonance Imaging
Lesion of Spleen,test,Ultrasound
Lesion of Spleen,test,Complete Blood Count
Lesion of Spleen,test,Blood Culture
Disorder of Thyroid Gland,is-a,Endocrine Disorder
Disorder of Thyroid Gland,may-cause,Hyperthyroidism
Disorder of Thyroid Gland,may-cause,Hypothyroidism
Disorder of Thyroid Gland,may-cause,Goiter
Disorder of Thyroid Gland,symptom,Fatigue
Disorder of Thyroid Gland,symptom,Weight Gain
Disorder of Thyroid Gland,symptom,Weight Loss
Disorder of Thyroid Gland,symptom,Palpitations
Disorder of Thyroid Gland,symptom,Heat Intolerance
Disorder of Thyroid Gland,treatment,Levothyroxine
Disorder of Thyroid Gland,treatment,Methimazole
Disorder of Thyroid Gland,treatment,Radioactive Iodine Therapy
Disorder of Thyroid Gland,treatment,Surgery
Disorder of Thyroid Gland,test,Thyroid Function Tests
Disorder of Thyroid Gland,test,Thyroid Ultrasound
Disorder of Thyroid Gland,test,Fine Needle Aspiration
Disorder of Thyroid Gland,test,Thyroid Scan
Disorder of Thyroid Gland,test,Thyroid Antibody Tests
Ruptured Abdominal Aortic Aneurysm,is-a,Cardiovascular Disorder
Ruptured Abdominal Aortic Aneurysm,may-cause,Hypotension
Ruptured Abdominal Aortic Aneurysm,may-cause,Abdominal Pain
Ruptured Abdominal Aortic Aneurysm,may-cause,Back Pain
Ruptured Abdominal Aortic Aneurysm,may-cause,Syncope
Ruptured Abdominal Aortic Aneurysm,symptom,Abdominal Pain
Ruptured Abdominal Aortic Aneurysm,symptom,Back Pain
Ruptured Abdominal Aortic Aneurysm,symptom,Hypotension
Ruptured Abdominal Aortic Aneurysm,symptom,Syncope
Ruptured Abdominal Aortic Aneurysm,treatment,Surgery
Ruptured Abdominal Aortic Aneurysm,treatment,Endovascular Repair
Ruptured Abdominal Aortic Aneurysm,test,Abdominal Ultrasound
Ruptured Abdominal Aortic Aneurysm,test,Computed Tomography
Ruptured Abdominal Aortic Aneurysm,test,Magnetic Resonance Imaging
Ruptured Abdominal Aortic Aneurysm,test,Angiography
Ruptured Abdominal Aortic Aneurysm,test,Blood Tests
Pneumocephalus,is-a,Intracranial Air
Pneumocephalus,may-cause,Headache
Pneumocephalus,may-cause,Confusion
Pneumocephalus,may-cause,Seizures
Pneumocephalus,may-cause,Coma
Pneumocephalus,symptom,Headache
Pneumocephalus,symptom,Confusion
Pneumocephalus,symptom,Seizures
Pneumocephalus,symptom,Coma
Pneumocephalus,treatment,Observation
Pneumocephalus,treatment,Surgery
Pneumocephalus,treatment,Antibiotics
Pneumocephalus,test,Computed Tomography
Pneumocephalus,test,Magnetic Resonance Imaging
Pneumocephalus,test,X-Ray
Splenic Vein Thrombosis,is-a,Vascular Disease
Splenic Vein Thrombosis,may-cause,Splenomegaly
Splenic Vein Thrombosis,may-cause,Abdominal Pain
Splenic Vein Thrombosis,may-cause,Nausea
Splenic Vein Thrombosis,may-cause,Vomiting
